Product Name,Profit,Discount
"Hot File 7-Pocket, Floor Stand",19.35466580142588,-0.383887140157002
Adjustable Depth Letter/Legal Cart,19.321532478994047,-0.4489360162968157
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,17.62133320148596,-0.3643724773150579
Standard Rollaway File with Lock,16.698180311854358,-0.49121778578769454
Nortel Meridian M3904 Professional Digital phone,15.593341899801281,-0.3643724773150579
Xerox 1915,15.321750144688982,-0.5898752479330786
"Dual Level, Single-Width Filing Carts",15.256349970146628,-0.7308144795693416
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",14.854695528841665,-0.5546404400240128
Hewlett Packard LaserJet 3310 Copier,14.854695528841665,0.39669937352076207
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,14.854695528841665,-0.5546404400240128
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",14.329816866074436,0.026733890475571776
Hon GuestStacker Chair,14.023234524832656,-0.16705755302428976
Microsoft Sculpt Comfort Mouse,13.533701468494487,-0.49121778578769454
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",13.462534876673226,-0.396083804433217
Xerox 1919,13.360253641447374,-0.5898752479330786
SAFCO Arco Folding Chair,13.160340919275935,0.39669937352076207
Plantronics Savi W720 Multi-Device Wireless Headset System,12.997858587736458,-0.5093385441409283
Hewlett Packard 610 Color Digital Copier / Printer,12.997858587736458,0.03428420645608589
Sharp 1540cs Digital Laser Copier,12.997858587736458,0.21549178998842397
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,12.997858587736458,-0.6905461276732664
Brother DCP1000 Digital 3 in 1 Multifunction Machine,12.997858587736458,0.034284206456085896
Logitech Gaming G510s - Keyboard,12.83778528041686,-0.39608380443321706
Iceberg Mobile Mega Data/Printer Cart ,12.581366028147754,-0.7131970756148087
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,12.389731383455915,-0.23752716884242123
Panasonic KX-TG9471B,12.191371747867336,-0.5093385441409284
Logitech G700s Rechargeable Gaming Mouse,12.095418691775611,-0.3079967846605527
Logitech G19 Programmable Gaming Keyboard,11.807618702359557,-0.7131970756148087
Cameo Buff Policy Envelopes,11.79027429762438,-0.2375271688424212
Xerox 1945,11.736500368571308,-0.5546404400240129
GE 30524EE4,11.730659653651893,0.11482091024823617
Easy-staple paper,11.292507344356782,-0.48570277237584075
Logitech G602 Wireless Gaming Mouse,11.199103165200217,-0.16705755302428976
Canon PC-428 Personal Copier,11.113198189387173,0.39669937352076207
Ibico EB-19 Dual Function Manual Binding System,11.105638344971576,0.47597769131615997
Ibico Ibimaster 300 Manual Binding System,11.105638344971576,0.00030778454377250464
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,11.070255043311903,0.2698540650481254
Xerox 1908,10.98520389109919,-0.6905461276732664
Pyle PMP37LED,10.864053676223199,-0.23752716884242125
Global Troy Executive Leather Low-Back Tilter,10.854400078856214,0.396699373520762
Xerox 1888,10.846659389282989,-0.4489360162968157
Jabra SPEAK 410,10.8229959889764,-0.3079967846605527
Tennsco 6- and 18-Compartment Lockers,10.818037466115726,-0.5258119608256864
Letter Size Cart,10.798681553602183,-0.5546404400240129
Plantronics S12 Corded Telephone Headset System,10.724343859233525,-0.23752716884242123
Logitech Illuminated - Keyboard,10.69243866732015,-0.66034486375121
Logitech Wireless Gaming Headset G930,10.5841192307867,-0.026118321388026805
White Computer Printout Paper by Universal,10.552955869602535,-0.23752716884242123
Samsung Galaxy Mega 6.3,10.448531703899157,-0.026118321388026795
Logitech G600 MMO Gaming Mouse,10.441864685949446,-0.7131970756148087
Logitech Wireless Marathon Mouse M705,10.401656971002886,-0.5546404400240129
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,10.2313637484821,-0.4489360162968157
Airmail Envelopes,10.180253884724193,-0.026118321388026795
Xerox 1893,10.135938395500842,-0.2951841272390742
Logitech Wireless Performance Mouse MX for PC and Mac,10.133236318437985,-0.1469233770762522
Hewlett Packard 310 Color Digital Copier,10.040237836819255,-0.026118321388026805
"Global Airflow Leather Mesh Back Chair, Black",9.981630412639435,0.11482091024823614
Logitech G35 7.1-Channel Surround Sound Headset,9.97365994531478,-0.66034486375121
Logitech Wireless Headset h800,9.898212293449792,-0.4489360162968157
Xerox 189,9.751239321373358,-0.4489360162968157
Xerox 1891,9.69068267340885,-0.5093385441409284
Global Leather Executive Chair,9.36368604013899,0.306095581754593
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,9.333263805005135,-0.5093385441409284
Digium D40 VoIP phone,9.300658185683771,-0.16705755302428976
Canon imageCLASS 2200 Advanced Copier,9.284184705526041,-0.11068186036978456
Multicolor Computer Printout Paper,9.284184705526041,-0.6180630942603311
Tyvek Side-Opening Peel & Seel Expanding Envelopes,9.284184705526041,-0.8717537112056044
Samsung Galaxy S4 Mini,9.284184705526041,-0.11068186036978456
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,9.280941174442493,-0.2798089383333001
Canon Imageclass D680 Copier / Fax,9.25644603712013,0.39669937352076207
Xerox 1917,9.221312934137789,-0.8717537112056044
Xerox 1885,9.172990927378772,-0.8717537112056044
Honeywell Quietcare HEPA Air Cleaner,9.08599881545096,-0.5546404400240129
Plantronics Audio 478 Stereo USB Headset,9.054350002365926,-0.4489360162968156
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,9.03450393876304,0.3174210557253641
Xerox 1906,8.967814585738747,-0.5093385441409283
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,8.936706868650694,0.18529052606636764
Logitech P710e Mobile Speakerphone,8.894852023115654,-0.4489360162968156
Safco Contoured Stacking Chairs,8.885985266166845,-0.0789705332516254
Hon Mobius Operator's Chair,8.884602891567667,-0.6180630942603311
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",8.837466477698543,-0.49121778578769454
Enermax Acrylux Wireless Keyboard,8.837147814876523,-0.23752716884242123
Wilson Electronics DB Pro Signal Booster,8.81644054161021,0.5235446819933987
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,8.812423389667403,-0.2375271688424212
Xerox 1988,8.80708031362328,-0.16705755302428976
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,8.72728228968149,-0.6180630942603311
Fellowes Staxonsteel Drawer Files,8.681419087624537,-0.6905461276732664
Logitech diNovo Edge Keyboard,8.662886862871401,-0.6180630942603311
GuestStacker Chair with Chrome Finish Legs,8.657994015557936,0.5552560091115578
Razer Kraken PRO Over Ear PC and Music Headset,8.542832119784512,-0.23752716884242123
"Hunt PowerHouse Electric Pencil Sharpener, Blue",8.454006413428996,-0.49121778578769454
netTALK DUO VoIP Telephone Service,8.378350712373422,0.21549178998842397
Avanti 4.4 Cu. Ft. Refrigerator,8.320137239753993,-0.23752716884242123
Bose SoundLink Bluetooth Speaker,8.299722702793579,0.39669937352076207
Polycom VVX 310 VoIP phone,8.295470859096646,0.07958610233917043
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,8.255880090354855,0.39669937352076207
Plantronics Voyager Pro HD - Bluetooth Headset,8.162318998992527,-0.11068186036978458
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",8.099896608446553,-0.6180630942603311
Xerox 1913,8.093337343926054,-0.6180630942603311
Enermax Aurora Lite Keyboard,8.048612079682027,-0.8717537112056044
Tennsco 16-Compartment Lockers with Coat Rack,7.9963660454927,-0.11068186036978456
Global Comet Stacking Armless Chair,7.992621310652741,0.18529052606636764
Xerox 1914,7.928996226239757,-0.3643724773150579
Xerox 1941,7.878084768363159,0.14300875657548875
Deluxe Rollaway Locking File with Drawer,7.865750536075195,-0.3643724773150579
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",7.851821813883152,-0.66034486375121
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",7.817126221305746,-0.4489360162968157
Global Ergonomic Managers Chair,7.805544310944645,-0.006899335255809143
Green Bar Computer Printout Paper,7.795751414950733,-0.6180630942603311
Mitel MiVoice 5330e IP Phone,7.767349554620883,0.2557601418844991
Xerox 1909,7.736487265416948,-0.3079967846605527
Fellowes Super Stor/Drawer Files,7.624454077771839,-0.4489360162968156
BlackBerry Q10,7.567710527069126,-0.4489360162968157
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",7.527923609692204,-0.2951841272390742
WD My Passport Ultra 2TB Portable External Hard Drive,7.527434909447292,-0.7131970756148087
Economy Rollaway Files,7.473335851002226,-0.32813096060859026
Xerox 1934,7.442403258667355,-0.6180630942603311
Canon PC1060 Personal Laser Copier,7.4273477644208326,0.07958610233917042
Canon PC1080F Personal Copier,7.4273477644208326,-0.5546404400240128
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",7.4273477644208326,-0.8717537112056045
Sharp AL-1530CS Digital Copier,7.4273477644208326,0.7138126447023537
Ames Color-File Green Diamond Border X-ray Mailers,7.4273477644208326,-0.5546404400240128
ShoreTel ShorePhone IP 230 VoIP phone,7.4273477644208326,0.0795861023391704
Logitech Z-906 Speaker sys - home theater - 5.1-CH,7.4273477644208326,-0.8717537112056045
Hoover Upright Vacuum With Dirt Cup,7.39196446276116,-0.13182274511522404
Fellowes PB300 Plastic Comb Binding Machine,7.39196446276116,0.2909949497935648
Wilson SignalBoost 841262 DB PRO Amplifier Kit,7.39196446276116,0.18529052606636762
GBC DocuBind TL200 Manual Binding Machine,7.39196446276116,0.2909949497935648
GBC DocuBind P100 Manual Binding Machine,7.356581161101487,0.39669937352076207
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",7.274961341564596,-0.23752716884242123
"Fellowes Mobile File Cart, Black",7.262286574684283,-0.49121778578769454
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,7.227089175394419,-0.5546404400240129
Hon Olson Stacker Stools,7.200060894242854,0.14300875657548873
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",7.176370044970973,0.0795861023391704
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",7.152140081897844,-0.4489360162968157
VTech DS6151,7.109850729369576,-0.0789705332516254
Hon 4070 Series Pagoda Round Back Stacking Chairs,7.105653293738553,0.03428420645608586
"Global Leather and Oak Executive Chair, Black",7.084948247600307,0.2381427379299662
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",6.8960896610747575,0.6081082209751565
Xerox 1883,6.858075821513366,-0.5093385441409283
